CID,Name,Party,Cycle,Industry,Industry Code,Total,PACs,Individuals,Origin,Last Updated,Source,,,,,,,
N00028463,Phil Roe,R,2012,Chemical & Related Manufacturing,N13,20500,0,20500,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00028463&cycle=2012,,,,,,,
N00028463,Phil Roe,R,2012,Mining,E04,20000,0,20000,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00028463&cycle=2012,,,,,,,
N00028463,Phil Roe,R,2012,Misc Energy,E07,16000,0,16000,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00028463&cycle=2012,,,,,,,
N00028463,Phil Roe,R,2012,Building Materials & Equipment,C05,12250,0,12250,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00028463&cycle=2012,,,,,,,
N00028463,Phil Roe,R,2012,Securities & Investment,F07,10750,5000,5750,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00028463&cycle=2012,,,,,,,
N00003473,Hal Rogers,R,2012,Lobbyists,K02,81899,2399,79500,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00003473&cycle=2012,,,,,,,
N00003473,Hal Rogers,R,2012,Mining,E04,64099,53999,10100,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00003473&cycle=2012,,,,,,,
N00003473,Hal Rogers,R,2012,Air Transport,M01,62499,59500,2999,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00003473&cycle=2012,,,,,,,
N00003473,Hal Rogers,R,2012,Lawyers/Law Firms,K01,56230,36750,19480,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00003473&cycle=2012,,,,,,,
N00003473,Hal Rogers,R,2012,Defense Aerospace,D01,53750,45000,8750,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00003473&cycle=2012,,,,,,,
N00003473,Hal Rogers,R,2012,Defense Electronics,D02,51000,51000,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00003473&cycle=2012,,,,,,,
N00003473,Hal Rogers,R,2012,Railroads,M04,48200,43000,5200,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00003473&cycle=2012,,,,,,,
N00003473,Hal Rogers,R,2012,Misc Defense,D03,47000,39000,8000,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00003473&cycle=2012,,,,,,,
N00003473,Hal Rogers,R,2012,Health Professionals,H01,44000,39500,4500,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00003473&cycle=2012,,,,,,,
N00003473,Hal Rogers,R,2012,Electric Utilities,E08,42750,41250,1500,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00003473&cycle=2012,,,,,,,
N00009668,Mike Rogers,R,2012,Health Professionals,H01,168650,160750,7900,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00009668&cycle=2012,,,,,,,
N00009668,Mike Rogers,R,2012,Pharmaceuticals/Health Products,H04,144749,135749,9000,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00009668&cycle=2012,,,,,,,
N00009668,Mike Rogers,R,2012,Insurance,F09,118540,105000,13540,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00009668&cycle=2012,,,,,,,
N00009668,Mike Rogers,R,2012,Health Services/HMOs,H03,64000,27500,36500,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00009668&cycle=2012,,,,,,,
N00009668,Mike Rogers,R,2012,Telecom Services & Equipment,B09,61000,52500,8500,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00009668&cycle=2012,,,,,,,
N00009668,Mike Rogers,R,2012,Electric Utilities,E08,59250,57250,2000,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00009668&cycle=2012,,,,,,,
N00009668,Mike Rogers,R,2012,Computers/Internet,B12,54000,40000,14000,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00009668&cycle=2012,,,,,,,
N00009668,Mike Rogers,R,2012,Oil & Gas,E01,50350,48500,1850,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00009668&cycle=2012,,,,,,,
N00009668,Mike Rogers,R,2012,TV/Movies/Music,B02,50200,45000,5200,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00009668&cycle=2012,,,,,,,
N00009668,Mike Rogers,R,2012,Telephone Utilities,B08,44500,43000,1500,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00009668&cycle=2012,,,,,,,
N00024759,Mike D. Rogers,R,2012,Health Professionals,H01,67250,27500,39750,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00024759&cycle=2012,,,,,,,
N00024759,Mike D. Rogers,R,2012,Defense Aerospace,D01,58500,58000,500,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00024759&cycle=2012,,,,,,,
N00024759,Mike D. Rogers,R,2012,Air Transport,M01,47000,46000,1000,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00024759&cycle=2012,,,,,,,
N00024759,Mike D. Rogers,R,2012,Lawyers/Law Firms,K01,42965,26000,16965,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00024759&cycle=2012,,,,,,,
N00024759,Mike D. Rogers,R,2012,Defense Electronics,D02,41500,38500,3000,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00024759&cycle=2012,,,,,,,
N00024759,Mike D. Rogers,R,2012,Misc Defense,D03,39200,24000,15200,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00024759&cycle=2012,,,,,,,
N00024759,Mike D. Rogers,R,2012,Insurance,F09,34000,24500,9500,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00024759&cycle=2012,,,,,,,
N00024759,Mike D. Rogers,R,2012,Electric Utilities,E08,33500,17500,16000,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00024759&cycle=2012,,,,,,,
N00024759,Mike D. Rogers,R,2012,Railroads,M04,33000,33000,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00024759&cycle=2012,,,,,,,
N00024759,Mike D. Rogers,R,2012,Crop Production & Basic Processing,A01,32000,31500,500,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00024759&cycle=2012,,,,,,,
N00007151,Dana Rohrabacher,R,2012,Real Estate,F10,40210,4010,36200,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00007151&cycle=2012,,,,,,,
N00007151,Dana Rohrabacher,R,2012,Retired,W06,27200,0,27200,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00007151&cycle=2012,,,,,,,
N00007151,Dana Rohrabacher,R,2012,Health Professionals,H01,25600,11650,13950,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00007151&cycle=2012,,,,,,,
N00007151,Dana Rohrabacher,R,2012,Air Transport,M01,23400,6000,17400,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00007151&cycle=2012,,,,,,,
N00007151,Dana Rohrabacher,R,2012,Lawyers/Law Firms,K01,15475,1675,13800,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00007151&cycle=2012,,,,,,,
N00007151,Dana Rohrabacher,R,2012,Business Services,N05,14050,0,14050,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00007151&cycle=2012,,,,,,,
N00007151,Dana Rohrabacher,R,2012,Misc Finance,F13,13650,250,13400,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00007151&cycle=2012,,,,,,,
N00007151,Dana Rohrabacher,R,2012,Electric Utilities,E08,10000,10000,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00007151&cycle=2012,,,,,,,
N00007151,Dana Rohrabacher,R,2012,Health Services/HMOs,H03,10000,0,10000,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00007151&cycle=2012,,,,,,,
N00007151,Dana Rohrabacher,R,2012,Pro-Israel,Q05,10000,10000,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00007151&cycle=2012,,,,,,,
N00031741,Todd Rokita,R,2012,Lawyers/Law Firms,K01,72800,7500,65300,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031741&cycle=2012,,,,,,,
N00031741,Todd Rokita,R,2012,Health Professionals,H01,61939,26500,35439,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031741&cycle=2012,,,,,,,
N00031741,Todd Rokita,R,2012,Real Estate,F10,46264,10500,35764,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031741&cycle=2012,,,,,,,
N00031741,Todd Rokita,R,2012,Insurance,F09,42515,22500,20015,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031741&cycle=2012,,,,,,,
N00031741,Todd Rokita,R,2012,Retired,W06,40432,0,40432,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031741&cycle=2012,,,,,,,
N00031741,Todd Rokita,R,2012,Automotive,M02,39800,30000,9800,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031741&cycle=2012,,,,,,,
N00031741,Todd Rokita,R,2012,General Contractors,C01,38350,11000,27350,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031741&cycle=2012,,,,,,,
N00031741,Todd Rokita,R,2012,Health Services/HMOs,H03,37100,28500,8600,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031741&cycle=2012,,,,,,,
N00031741,Todd Rokita,R,2012,Pharmaceuticals/Health Products,H04,34500,25500,9000,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031741&cycle=2012,,,,,,,
N00031741,Todd Rokita,R,2012,Leadership PACs,Q03,33250,33000,250,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031741&cycle=2012,,,,,,,
N00029018,Tom Rooney,R,2012,Crop Production & Basic Processing,A01,80250,34500,45750,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029018&cycle=2012,,,,,,,
N00029018,Tom Rooney,R,2012,Real Estate,F10,50426,22000,28426,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029018&cycle=2012,,,,,,,
N00029018,Tom Rooney,R,2012,Retired,W06,49251,0,49251,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029018&cycle=2012,,,,,,,
N00029018,Tom Rooney,R,2012,Defense Aerospace,D01,44000,44000,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029018&cycle=2012,,,,,,,
N00029018,Tom Rooney,R,2012,Food Processing & Sales,A09,43492,19042,24450,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029018&cycle=2012,,,,,,,
N00029018,Tom Rooney,R,2012,Health Professionals,H01,34000,28000,6000,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029018&cycle=2012,,,,,,,
N00029018,Tom Rooney,R,2012,Accountants,F11,31500,28000,3500,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029018&cycle=2012,,,,,,,
N00029018,Tom Rooney,R,2012,Livestock,A06,28000,18000,10000,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029018&cycle=2012,,,,,,,
N00029018,Tom Rooney,R,2012,Dairy,A04,27446,20946,6500,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029018&cycle=2012,,,,,,,
N00029018,Tom Rooney,R,2012,Agricultural Services/Products,A07,25020,24270,750,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029018&cycle=2012,,,,,,,
N00002858,Ileana Ros-Lehtinen,R,2012,Pro-Israel,Q05,238685,72050,166635,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00002858&cycle=2012,,,,,,,
N00002858,Ileana Ros-Lehtinen,R,2012,Health Professionals,H01,103800,24000,79800,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00002858&cycle=2012,,,,,,,
N00002858,Ileana Ros-Lehtinen,R,2012,Lawyers/Law Firms,K01,91048,27998,63050,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00002858&cycle=2012,,,,,,,
N00002858,Ileana Ros-Lehtinen,R,2012,Real Estate,F10,79650,18000,61650,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00002858&cycle=2012,,,,,,,
N00002858,Ileana Ros-Lehtinen,R,2012,Retired,W06,67192,0,67192,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00002858&cycle=2012,,,,,,,
N00002858,Ileana Ros-Lehtinen,R,2012,Lobbyists,K02,63750,6750,57000,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00002858&cycle=2012,,,,,,,
N00002858,Ileana Ros-Lehtinen,R,2012,Misc Manufacturing & Distributing,N15,50050,14500,35550,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00002858&cycle=2012,,,,,,,
N00002858,Ileana Ros-Lehtinen,R,2012,Securities & Investment,F07,48400,0,48400,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00002858&cycle=2012,,,,,,,
N00002858,Ileana Ros-Lehtinen,R,2012,Human Rights,Q09,46200,33800,12400,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00002858&cycle=2012,,,,,,,
N00002858,Ileana Ros-Lehtinen,R,2012,Misc Finance,F13,43250,0,43250,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00002858&cycle=2012,,,,,,,
N00004719,Peter Roskam,R,2012,Insurance,F09,223200,185750,37450,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00004719&cycle=2012,,,,,,,
N00004719,Peter Roskam,R,2012,Securities & Investment,F07,213100,102500,110600,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00004719&cycle=2012,,,,,,,
N00004719,Peter Roskam,R,2012,Health Professionals,H01,174500,135500,39000,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00004719&cycle=2012,,,,,,,
N00004719,Peter Roskam,R,2012,Retired,W06,132500,0,132500,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00004719&cycle=2012,,,,,,,
N00004719,Peter Roskam,R,2012,Pharmaceuticals/Health Products,H04,121416,110716,10700,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00004719&cycle=2012,,,,,,,
N00004719,Peter Roskam,R,2012,Real Estate,F10,109400,61000,48400,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00004719&cycle=2012,,,,,,,
N00004719,Peter Roskam,R,2012,Misc Manufacturing & Distributing,N15,90573,43500,47073,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00004719&cycle=2012,,,,,,,
N00004719,Peter Roskam,R,2012,Lobbyists,K02,89880,4862,85018,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00004719&cycle=2012,,,,,,,
N00004719,Peter Roskam,R,2012,Health Services/HMOs,H03,83350,51500,31850,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00004719&cycle=2012,,,,,,,
N00004719,Peter Roskam,R,2012,Commercial Banks,F03,72150,55500,16650,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00004719&cycle=2012,,,,,,,
N00030645,Dennis Ross,R,2012,Insurance,F09,52750,49500,3250,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030645&cycle=2012,,,,,,,
N00030645,Dennis Ross,R,2012,Health Professionals,H01,46302,32000,14302,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030645&cycle=2012,,,,,,,
N00030645,Dennis Ross,R,2012,Retail Sales,N03,34000,34000,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030645&cycle=2012,,,,,,,
N00030645,Dennis Ross,R,2012,TV/Movies/Music,B02,32500,22000,10500,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030645&cycle=2012,,,,,,,
