CID,Name,Party,Cycle,Industry,Industry Code,Total,PACs,Individuals,Origin,Last Updated,Source,,,,,,,
N00004645,Denny Rehberg,R,2012,Leadership PACs,Q03,382993,382993,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00004645&cycle=2012,,,,,,,
N00004645,Denny Rehberg,R,2012,Republican/Conservative,Q01,311709,47326,264383,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00004645&cycle=2012,,,,,,,
N00004645,Denny Rehberg,R,2012,Real Estate,F10,225166,2000,223166,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00004645&cycle=2012,,,,,,,
N00004645,Denny Rehberg,R,2012,Health Professionals,H01,221149,68250,152899,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00004645&cycle=2012,,,,,,,
N00004645,Denny Rehberg,R,2012,Mining,E04,217491,91376,126115,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00004645&cycle=2012,,,,,,,
N00004645,Denny Rehberg,R,2012,Misc Finance,F13,192860,0,192860,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00004645&cycle=2012,,,,,,,
N00004645,Denny Rehberg,R,2012,Lobbyists,K02,190733,3250,187483,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00004645&cycle=2012,,,,,,,
N00026885,Dave Reichert,R,2012,Retired,W06,131460,0,131460,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00026885&cycle=2012,,,,,,,
N00026885,Dave Reichert,R,2012,Insurance,F09,103250,98000,5250,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00026885&cycle=2012,,,,,,,
N00026885,Dave Reichert,R,2012,Health Professionals,H01,88075,65500,22575,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00026885&cycle=2012,,,,,,,
N00026885,Dave Reichert,R,2012,Real Estate,F10,85000,35500,49500,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00026885&cycle=2012,,,,,,,
N00026885,Dave Reichert,R,2012,Securities & Investment,F07,58184,24500,33684,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00026885&cycle=2012,,,,,,,
N00026885,Dave Reichert,R,2012,Computers/Internet,B12,50000,8000,42000,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00026885&cycle=2012,,,,,,,
N00026885,Dave Reichert,R,2012,Leadership PACs,Q03,48193,48193,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00026885&cycle=2012,,,,,,,
N00026885,Dave Reichert,R,2012,Pharmaceuticals/Health Products,H04,42017,38517,3500,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00026885&cycle=2012,,,,,,,
N00026885,Dave Reichert,R,2012,General Contractors,C01,40250,17500,22750,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00026885&cycle=2012,,,,,,,
N00026885,Dave Reichert,R,2012,Business Services,N05,39646,12500,27146,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00026885&cycle=2012,,,,,,,
N00009922,Harry Reid,D,2012,Lawyers/Law Firms,K01,3824922,385245,3439677,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00009922&cycle=2012,,,,,,,
N00009922,Harry Reid,D,2012,Securities & Investment,F07,1342082,187000,1155082,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00009922&cycle=2012,,,,,,,
N00009922,Harry Reid,D,2012,Lobbyists,K02,1139480,28670,1110810,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00009922&cycle=2012,,,,,,,
N00009922,Harry Reid,D,2012,Real Estate,F10,935638,102176,833462,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00009922&cycle=2012,,,,,,,
N00009922,Harry Reid,D,2012,Health Professionals,H01,881356,362900,518456,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00009922&cycle=2012,,,,,,,
N00009922,Harry Reid,D,2012,Retired,W06,788648,0,788648,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00009922&cycle=2012,,,,,,,
N00009922,Harry Reid,D,2012,Casinos/Gambling,N07,757772,66422,691350,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00009922&cycle=2012,,,,,,,
N00009922,Harry Reid,D,2012,TV/Movies/Music,B02,643050,151000,492050,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00009922&cycle=2012,,,,,,,
N00009922,Harry Reid,D,2012,Business Services,N05,581090,49000,532090,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00009922&cycle=2012,,,,,,,
N00009922,Harry Reid,D,2012,Insurance,F09,531250,261500,269750,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00009922&cycle=2012,,,,,,,
N00031127,Jim Renacci,R,2012,Leadership PACs,Q03,263556,263556,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031127&cycle=2012,,,,,,,
N00031127,Jim Renacci,R,2012,Misc Manufacturing & Distributing,N15,164443,48018,116425,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031127&cycle=2012,,,,,,,
N00031127,Jim Renacci,R,2012,Insurance,F09,155285,133935,21350,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031127&cycle=2012,,,,,,,
N00031127,Jim Renacci,R,2012,Retired,W06,136875,0,136875,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031127&cycle=2012,,,,,,,
N00031127,Jim Renacci,R,2012,Commercial Banks,F03,134700,125700,9000,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031127&cycle=2012,,,,,,,
N00031127,Jim Renacci,R,2012,Securities & Investment,F07,122450,76150,46300,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031127&cycle=2012,,,,,,,
N00031127,Jim Renacci,R,2012,Real Estate,F10,121387,54000,67387,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031127&cycle=2012,,,,,,,
N00031127,Jim Renacci,R,2012,Mining,E04,83067,20500,62567,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031127&cycle=2012,,,,,,,
N00031127,Jim Renacci,R,2012,Hospitals/Nursing Homes,H02,79500,51750,27750,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031127&cycle=2012,,,,,,,
N00031127,Jim Renacci,R,2012,Candidate Committees,Q16,72052,72052,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031127&cycle=2012,,,,,,,
N00006067,Silvestre Reyes,D,2012,Defense Electronics,D02,74500,67000,7500,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00006067&cycle=2012,,,,,,,
N00006067,Silvestre Reyes,D,2012,Lawyers/Law Firms,K01,73750,27500,46250,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00006067&cycle=2012,,,,,,,
N00006067,Silvestre Reyes,D,2012,Defense Aerospace,D01,73500,73000,500,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00006067&cycle=2012,,,,,,,
N00006067,Silvestre Reyes,D,2012,Leadership PACs,Q03,62000,62000,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00006067&cycle=2012,,,,,,,
N00006067,Silvestre Reyes,D,2012,Misc Defense,D03,51500,39000,12500,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00006067&cycle=2012,,,,,,,
N00006067,Silvestre Reyes,D,2012,Lobbyists,K02,50010,1662,48348,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00006067&cycle=2012,,,,,,,
N00006067,Silvestre Reyes,D,2012,Real Estate,F10,43650,5000,38650,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00006067&cycle=2012,,,,,,,
N00006067,Silvestre Reyes,D,2012,Health Professionals,H01,42450,14500,27950,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00006067&cycle=2012,,,,,,,
N00006067,Silvestre Reyes,D,2012,Public Sector Unions,P04,41000,41000,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00006067&cycle=2012,,,,,,,
N00006067,Silvestre Reyes,D,2012,Candidate Committees,Q16,39500,39500,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00006067&cycle=2012,,,,,,,
N00030968,Reid Ribble,R,2012,Leadership PACs,Q03,158582,158582,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030968&cycle=2012,,,,,,,
N00030968,Reid Ribble,R,2012,Health Professionals,H01,142240,64600,77640,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030968&cycle=2012,,,,,,,
N00030968,Reid Ribble,R,2012,Retired,W06,117600,0,117600,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030968&cycle=2012,,,,,,,
N00030968,Reid Ribble,R,2012,Dairy,A04,74352,38602,35750,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030968&cycle=2012,,,,,,,
N00030968,Reid Ribble,R,2012,Food Processing & Sales,A09,72100,36000,36100,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030968&cycle=2012,,,,,,,
N00030968,Reid Ribble,R,2012,Insurance,F09,68724,54600,14124,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030968&cycle=2012,,,,,,,
N00030968,Reid Ribble,R,2012,Misc Manufacturing & Distributing,N15,68099,38999,29100,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030968&cycle=2012,,,,,,,
N00030968,Reid Ribble,R,2012,Forestry & Forest Products,A10,60550,37000,23550,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030968&cycle=2012,,,,,,,
N00030968,Reid Ribble,R,2012,Special Trade Contractors,C03,56300,21000,35300,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030968&cycle=2012,,,,,,,
N00030968,Reid Ribble,R,2012,Commercial Banks,F03,53860,26000,27860,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030968&cycle=2012,,,,,,,
N00029112,Laura Richardson,D,2012,Health Professionals,H01,29301,16600,12701,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029112&cycle=2012,,,,,,,
N00029112,Laura Richardson,D,2012,Candidate Committees,Q16,29000,29000,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029112&cycle=2012,,,,,,,
N00029112,Laura Richardson,D,2012,Transportation Unions,P03,28500,28500,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029112&cycle=2012,,,,,,,
N00029112,Laura Richardson,D,2012,Business Services,N05,26100,0,26100,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029112&cycle=2012,,,,,,,
N00029112,Laura Richardson,D,2012,Leadership PACs,Q03,23500,23500,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029112&cycle=2012,,,,,,,
N00029112,Laura Richardson,D,2012,Construction Services,C04,18000,3000,15000,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029112&cycle=2012,,,,,,,
N00029112,Laura Richardson,D,2012,Air Transport,M01,17500,17500,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029112&cycle=2012,,,,,,,
N00029112,Laura Richardson,D,2012,Building Trade Unions,P01,17500,17500,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029112&cycle=2012,,,,,,,
N00029112,Laura Richardson,D,2012,Public Sector Unions,P04,16500,16500,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029112&cycle=2012,,,,,,,
N00029112,Laura Richardson,D,2012,Industrial Unions,P02,13000,13000,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029112&cycle=2012,,,,,,,
N00030184,Cedric Richmond,D,2012,Lawyers/Law Firms,K01,122994,31044,91950,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030184&cycle=2012,,,,,,,
N00030184,Cedric Richmond,D,2012,Transportation Unions,P03,43171,43171,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030184&cycle=2012,,,,,,,
N00030184,Cedric Richmond,D,2012,Building Trade Unions,P01,43000,43000,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030184&cycle=2012,,,,,,,
N00030184,Cedric Richmond,D,2012,Sea Transport,M05,42697,32186,10511,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030184&cycle=2012,,,,,,,
N00030184,Cedric Richmond,D,2012,Lobbyists,K02,36800,2000,34800,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030184&cycle=2012,,,,,,,
N00030184,Cedric Richmond,D,2012,Public Sector Unions,P04,28500,28500,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030184&cycle=2012,,,,,,,
N00030184,Cedric Richmond,D,2012,Construction Services,C04,25600,14000,11600,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030184&cycle=2012,,,,,,,
N00030184,Cedric Richmond,D,2012,Oil & Gas,E01,24750,23750,1000,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030184&cycle=2012,,,,,,,
N00030184,Cedric Richmond,D,2012,Pharmaceuticals/Health Products,H04,23500,23500,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030184&cycle=2012,,,,,,,
N00030184,Cedric Richmond,D,2012,Leadership PACs,Q03,23000,23000,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030184&cycle=2012,,,,,,,
N00030962,Scott Rigell,R,2012,Retired,W06,154658,0,154658,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030962&cycle=2012,,,,,,,
N00030962,Scott Rigell,R,2012,Real Estate,F10,121350,9500,111850,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030962&cycle=2012,,,,,,,
N00030962,Scott Rigell,R,2012,Automotive,M02,116273,31500,84773,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030962&cycle=2012,,,,,,,
N00030962,Scott Rigell,R,2012,Leadership PACs,Q03,109750,108500,1250,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030962&cycle=2012,,,,,,,
N00030962,Scott Rigell,R,2012,Health Professionals,H01,63675,27500,36175,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030962&cycle=2012,,,,,,,
N00030962,Scott Rigell,R,2012,Defense Aerospace,D01,52399,47499,4900,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030962&cycle=2012,,,,,,,
N00030962,Scott Rigell,R,2012,Commercial Banks,F03,48750,23500,25250,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030962&cycle=2012,,,,,,,
N00030962,Scott Rigell,R,2012,Lawyers/Law Firms,K01,44750,7000,37750,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030962&cycle=2012,,,,,,,
N00030962,Scott Rigell,R,2012,Misc Defense,D03,41950,22000,19950,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030962&cycle=2012,,,,,,,
N00030962,Scott Rigell,R,2012,Republican/Conservative,Q01,39975,20500,19475,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030962&cycle=2012,,,,,,,
N00029441,James E. Risch,R,2012,Republican/Conservative,Q01,180206,13500,166706,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029441&cycle=2012,,,,,,,
N00029441,James E. Risch,R,2012,Leadership PACs,Q03,168936,166936,2000,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029441&cycle=2012,,,,,,,
N00029441,James E. Risch,R,2012,Retired,W06,141150,0,141150,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029441&cycle=2012,,,,,,,
N00029441,James E. Risch,R,2012,Insurance,F09,93412,87462,5950,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029441&cycle=2012,,,,,,,
N00029441,James E. Risch,R,2012,Mining,E04,93280,35750,57530,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029441&cycle=2012,,,,,,,
N00029441,James E. Risch,R,2012,Oil & Gas,E01,91000,64500,26500,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029441&cycle=2012,,,,,,,
N00029441,James E. Risch,R,2012,Real Estate,F10,82599,21000,61599,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029441&cycle=2012,,,,,,,
N00029441,James E. Risch,R,2012,Crop Production & Basic Processing,A01,77600,48000,29600,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029441&cycle=2012,,,,,,,
N00029441,James E. Risch,R,2012,Misc Manufacturing & Distributing,N15,76500,20000,56500,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029441&cycle=2012,,,,,,,
N00029441,James E. Risch,R,2012,Electric Utilities,E08,68206,62249,5957,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00029441&cycle=2012,,,,,,,
N00031887,David Rivera,R,2012,Pro-Israel,Q05,35250,11000,24250,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031887&cycle=2012,,,,,,,
N00031887,David Rivera,R,2012,Lobbyists,K02,29400,0,29400,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031887&cycle=2012,,,,,,,
N00031887,David Rivera,R,2012,Education,W04,26500,0,26500,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031887&cycle=2012,,,,,,,
N00031887,David Rivera,R,2012,General Contractors,C01,24500,2500,22000,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031887&cycle=2012,,,,,,,
N00031887,David Rivera,R,2012,Oil & Gas,E01,24250,9250,15000,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031887&cycle=2012,,,,,,,
N00031887,David Rivera,R,2012,Lawyers/Law Firms,K01,23750,6000,17750,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031887&cycle=2012,,,,,,,
N00031887,David Rivera,R,2012,Real Estate,F10,22000,3000,19000,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031887&cycle=2012,,,,,,,
N00031887,David Rivera,R,2012,Health Professionals,H01,18100,0,18100,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031887&cycle=2012,,,,,,,
N00031887,David Rivera,R,2012,Transportation Unions,P03,17500,17500,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031887&cycle=2012,,,,,,,
N00031887,David Rivera,R,2012,Misc Finance,F13,16750,0,16750,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00031887&cycle=2012,,,,,,,
N00005285,Pat Roberts,R,2012,Health Professionals,H01,376600,260000,116600,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00005285&cycle=2012,,,,,,,
N00005285,Pat Roberts,R,2012,Leadership PACs,Q03,335651,335651,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00005285&cycle=2012,,,,,,,
N00005285,Pat Roberts,R,2012,Agricultural Services/Products,A07,309967,280617,29350,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00005285&cycle=2012,,,,,,,
N00005285,Pat Roberts,R,2012,Securities & Investment,F07,308100,157150,150950,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00005285&cycle=2012,,,,,,,
N00005285,Pat Roberts,R,2012,Pharmaceuticals/Health Products,H04,281899,226349,55550,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00005285&cycle=2012,,,,,,,
N00005285,Pat Roberts,R,2012,Retired,W06,261413,0,261413,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00005285&cycle=2012,,,,,,,
N00005285,Pat Roberts,R,2012,Oil & Gas,E01,235700,69800,165900,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00005285&cycle=2012,,,,,,,
N00005285,Pat Roberts,R,2012,Lobbyists,K02,225073,7622,217451,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00005285&cycle=2012,,,,,,,
N00005285,Pat Roberts,R,2012,Crop Production & Basic Processing,A01,223893,152512,71381,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00005285&cycle=2012,,,,,,,
N00005285,Pat Roberts,R,2012,Commercial Banks,F03,221339,80500,140839,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00005285&cycle=2012,,,,,,,
N00030768,Martha Roby,R,2012,Leadership PACs,Q03,86890,86890,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030768&cycle=2012,,,,,,,
N00030768,Martha Roby,R,2012,Crop Production & Basic Processing,A01,55302,47752,7550,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030768&cycle=2012,,,,,,,
N00030768,Martha Roby,R,2012,Real Estate,F10,54800,10500,44300,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030768&cycle=2012,,,,,,,
N00030768,Martha Roby,R,2012,Retired,W06,47000,0,47000,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030768&cycle=2012,,,,,,,
N00030768,Martha Roby,R,2012,Defense Aerospace,D01,37500,37500,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030768&cycle=2012,,,,,,,
N00030768,Martha Roby,R,2012,Insurance,F09,36050,32000,4050,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030768&cycle=2012,,,,,,,
N00030768,Martha Roby,R,2012,Health Professionals,H01,33350,22500,10850,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030768&cycle=2012,,,,,,,
N00030768,Martha Roby,R,2012,General Contractors,C01,31750,12000,19750,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030768&cycle=2012,,,,,,,
N00030768,Martha Roby,R,2012,Lawyers/Law Firms,K01,29308,13000,16308,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030768&cycle=2012,,,,,,,
N00030768,Martha Roby,R,2012,Agricultural Services/Products,A07,25500,25500,0,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00030768&cycle=2012,,,,,,,
N00001685,Jay Rockefeller,D,2012,Lawyers/Law Firms,K01,673322,125300,548022,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00001685&cycle=2012,,,,,,,
N00001685,Jay Rockefeller,D,2012,Air Transport,M01,288100,205250,82850,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00001685&cycle=2012,,,,,,,
N00001685,Jay Rockefeller,D,2012,Securities & Investment,F07,284900,41500,243400,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00001685&cycle=2012,,,,,,,
N00001685,Jay Rockefeller,D,2012,Health Professionals,H01,228650,126400,102250,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00001685&cycle=2012,,,,,,,
N00001685,Jay Rockefeller,D,2012,TV/Movies/Music,B02,211150,101000,110150,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00001685&cycle=2012,,,,,,,
N00001685,Jay Rockefeller,D,2012,Lobbyists,K02,197663,6185,191478,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00001685&cycle=2012,,,,,,,
N00001685,Jay Rockefeller,D,2012,Retired,W06,191650,0,191650,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00001685&cycle=2012,,,,,,,
N00001685,Jay Rockefeller,D,2012,Real Estate,F10,185450,21000,164450,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00001685&cycle=2012,,,,,,,
N00001685,Jay Rockefeller,D,2012,Computers/Internet,B12,160536,94736,65800,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00001685&cycle=2012,,,,,,,
N00001685,Jay Rockefeller,D,2012,Mining,E04,149300,75300,74000,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00001685&cycle=2012,,,,,,,
N00028463,Phil Roe,R,2012,Health Professionals,H01,82625,-5000,87625,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00028463&cycle=2012,,,,,,,
N00028463,Phil Roe,R,2012,General Contractors,C01,76500,0,76500,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00028463&cycle=2012,,,,,,,
N00028463,Phil Roe,R,2012,Retired,W06,51940,0,51940,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00028463&cycle=2012,,,,,,,
N00028463,Phil Roe,R,2012,Hospitals/Nursing Homes,H02,23600,0,23600,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00028463&cycle=2012,,,,,,,
N00028463,Phil Roe,R,2012,Food Processing & Sales,A09,22200,0,22200,Center for Responsive Politics,3/25/13,http://www.opensecrets.org/politicians/industries.php?cid=N00028463&cycle=2012,,,,,,,
